Brand:,Model:,Trim / Edition:,Year of Manufacture:,Registration year:,Condition:,Transmission:,Body type:,Fuel type:,Engine capacity:,Kilometers run:,Price
Toyota,Premio,FEX,2018,,Reconditioned,Automatic,Saloon,Petrol,"1,500 cc","6,530 km","4,000,000"
Toyota,Other Model,Raize Z package,2021,,Reconditioned,Automatic,Hatchback,Hybrid,"1,200 cc","7,660 km","3,990,000"
Toyota,Fielder,WXB OCTEN MICA BLUE,2018,,Reconditioned,Automatic,Estate,Octane,"1,500 cc","76,000 km","3,030,000"
Toyota,Fielder,WXB OCTEN 4P/34000KM,2018,,Reconditioned,Automatic,Estate,Hybrid,"1,500 cc","34,000 km","3,030,000"
Toyota,C-HR,G LED MODELLISTA,2018,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,800 cc","70,000 km","3,600,000"
Toyota,Premio,F EX,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","34,000 km","3,940,000"
Toyota,Starlet,.,1995,2001,Used,Automatic,Hatchback,"CNG, Octane","1,300 cc","70,000 km","370,000"
Toyota,Fielder,X OCTEN 4PNT/70000KM,2018,,Reconditioned,Automatic,Estate,Octane,"1,500 cc","70,000 km","2,500,000"
Toyota,Corolla,WXB,2020,,Reconditioned,Automatic,Saloon,Hybrid,"1,800 cc","17,000 km","3,800,000"
Toyota,Prius,S Safety Plus,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,800 cc","51,000 km","2,950,000"
Toyota,Mark II,"35th""Anniversary.",2003,2009,Used,Automatic,Saloon,"Petrol, Octane","2,000 cc","78,000 km","1,450,000"
Porsche,Macan,Highest Spec Loaded,2016,2017,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","7,000 km","15,500,000"
Toyota,Corolla,WXB,2019,,Reconditioned,Automatic,Saloon,Hybrid,"1,800 cc","38,000 km","3,650,000"
Toyota,Prius,S Safety Plus,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,800 cc","45,000 km","2,980,000"
Nissan,X-Trail,EB PKG / BLACK,2018,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","2,000 cc","92,464 km","4,150,000"
Toyota,Fielder,WXB HV,2018,,Reconditioned,Automatic,Estate,Hybrid,"1,500 cc","82,000 km","2,800,000"
Toyota,Hiace,Push.Diesel.Super.GL,2015,2021,Used,Automatic,MPV,Diesel,"3,000 cc","58,000 km","2,750,000"
Toyota,Probox,.,2005,2009,Used,Automatic,Hatchback,"Petrol, Octane","1,500 cc","650,000 km","585,000"
Toyota,Premio,FL,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","55,600 km","3,900,000"
Toyota,Esquire,GI PREMIUM,2019,,Reconditioned,Automatic,MPV,"Petrol, Hybrid, Octane","1,800 cc","41,000 km","3,950,000"
Volkswagen,Other Model,Vento TDI,2016,2016,Used,Automatic,Saloon,Diesel,"1,500 cc","60,000 km","1,800,000"
Toyota,Noah,,2002,2009,Used,Automatic,MPV,"CNG, Octane","2,000 cc","60,000 km","1,100,000"
Toyota,Corolla,.,1992,1997,Used,Automatic,Saloon,"CNG, Octane","1,331 cc","115,000 km","345,000"
Toyota,2000GT,,2000,2005,Used,Manual,Saloon,"Diesel, CNG","1,331 cc","10,000 km","520,000"
Toyota,Allion,G PLUS,2019,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","45,000 km","3,950,000"
Toyota,Hiace,.,2004,2010,Used,Automatic,MPV,"Petrol, LPG","2,000 cc","25,288 km","1,280,000"
Toyota,Succeed,probox,2005,2011,Used,Automatic,Hatchback,"CNG, Octane","1,500 cc","94,300 km","720,000"
Toyota,Land Cruiser,VX-V8 (Diesel Turbo),2015,2015,Used,Automatic,SUV / 4x4,Diesel,"4,500 cc","36,532 km","18,500,000"
Toyota,Highlander,Hybrid,2022,2022,Used,Automatic,SUV / 4x4,"Hybrid, Octane","2,500 cc","9,147 km","14,100,000"
Toyota,Esquire,GI 4.0 PEARL,2018,,Reconditioned,Automatic,MPV,"Hybrid, Octane","1,800 cc","67,675 km","3,580,000"
Toyota,Premio,F Brown color,2019,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","82,886 km","3,730,000"
Toyota,Allion,A15,2014,2016,Used,Automatic,Saloon,"CNG, LPG","1,500 cc","71,000 km","2,395,000"
Hyundai,Tucson,,2016,2016,Used,Automatic,,Octane,"2,000 cc","33,000 km","3,300,000"
Toyota,Aqua,.,2013,2019,Used,Automatic,Saloon,"Hybrid, Octane","1,500 cc","65,000 km","1,220,000"
Toyota,Fielder,G OCTEN PUSH 4POINT,2018,,Reconditioned,Automatic,Estate,Octane,"1,500 cc","87,000 km","2,600,000"
Nissan,X-Trail,EMERGENCY BRAKE 4,2018,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","2,000 cc","57,512 km","4,200,000"
Toyota,Premio,PEARL 4.5 FL,2020,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","57,242 km","4,280,000"
Toyota,Esquire,NonHybr (Gi Premium),2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","52,840 km","4,350,000"
Toyota,Rush,G Edition,2018,2018,Used,Automatic,MPV,Octane,"1,500 cc","7,878 km","3,550,000"
Toyota,Axio,X 4.0 SILVER,2018,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,500 cc","45,970 km","2,500,000"
Toyota,C-HR,LED -Pkg,2017,2022,Used,Automatic,Hatchback,"Hybrid, Octane","1,800 cc","45,231 km","3,180,000"
Toyota,Hiace,DX 3.0 WHITE,2018,,Reconditioned,Automatic,MPV,Octane,"2,000 cc","116,800 km","2,800,000"
Toyota,Fielder,G - Package,2005,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","44,333 km","1,270,000"
Toyota,Premio,G edition,2006,2011,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","65,137 km","1,650,000"
Toyota,Axio,X Hybrid,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","61,259 km","2,199,000"
Toyota,Axio,,2007,2009,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","91,000 km","1,255,000"
Toyota,Premio,,2012,2015,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","92,000 km","2,150,000"
Hyundai,Tucson,Sunroof,2022,2022,Used,Automatic,SUV / 4x4,Octane,"1,600 cc","7,924 km","5,850,000"
Hyundai,Accent,Blue,2017,2017,Used,Automatic,Saloon,Octane,"1,400 cc","65,000 km","1,895,000"
Toyota,Axio,felder,2011,2017,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","92,000 km","1,415,000"
Toyota,Esquire,GI PREMIUM,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","58,986 km","3,500,000"
Toyota,Axio,,2013,2018,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","92,000 km","1,700,000"
Hyundai,Accent,Blue,2011,2012,Used,Automatic,Saloon,Octane,"1,400 cc","48,755 km","1,100,000"
Toyota,Fielder,WXB NON HYBRID,2018,,Reconditioned,Automatic,Estate,Octane,"1,500 cc","72,000 km","3,000,000"
Toyota,Corolla,.,2003,2008,Used,Automatic,Saloon,"CNG, Octane","1,331 cc","170,000 km","800,000"
Toyota,Premio,FEX,2018,,Reconditioned,Automatic,Saloon,Petrol,"1,500 cc","6,530 km","4,000,000"
Toyota,Fielder,WXB NON HYBRID,2018,,Reconditioned,Automatic,Estate,Octane,"1,500 cc","72,000 km","3,000,000"
Toyota,Fielder,G Hybrid(Push Start),2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,500 cc","46,000 km","2,350,000"
Toyota,Noah,"Zzr60.X.EDITION,",2004,2009,Used,Automatic,MPV,"Petrol, CNG, Octane","2,000 cc","84,000 km","1,260,000"
Toyota,Land Cruiser,"Lc,Prado,TX-L,",2018,2021,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,700 cc","24,000 km","15,500,000"
Toyota,Fielder,G Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,500 cc","45,520 km","2,300,000"
Honda,CR-V,ExMasterpics Sunroof,2019,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","21,500 km","6,000,000"
Toyota,Noah,,2001,2001,Used,Manual,,"Octane, LPG","2,000 cc","150,000 km","850,000"
Toyota,Passo,SETTE,2010,2013,Used,Automatic,Hatchback,"CNG, Octane","1,500 cc","72,000 km","1,450,000"
Toyota,Hiace,super GL,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","55,412 km","3,500,000"
Toyota,Corolla,G,2003,2007,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","97,600 km","945,000"
Toyota,Hiace,GL (Org.. Dual AC),2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","56,617 km","3,060,000"
Toyota,Noah,X.noah,2005,2012,Used,Automatic,MPV,"CNG, Octane","2,000 cc","95,000 km","1,260,000"
Toyota,Premio,F EX,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","13,411 km","3,680,000"
Toyota,Hiace,GL,2017,2023,Reconditioned,Automatic,MPV,Octane,"2,000 cc","74,000 km","3,045,000"
Chery,QQ,,2007,2009,Used,Automatic,Hatchback,Petrol,850 cc,"50,000 km","230,000"
Toyota,Harrier,advance premium JBL,2016,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","2,500 cc","28,000 km","6,600,000"
Nissan,X-Trail,Green,2018,,Reconditioned,Automatic,,"Hybrid, Octane","2,000 cc","66,651 km","4,800,000"
Toyota,Probox,.,2004,2010,Used,Automatic,Saloon,Octane,"1,300 cc","195,557 km","750,000"
Toyota,Hiace,Super GL 2010,2010,2019,Used,Automatic,MPV,"CNG, Octane","2,000 cc","80,000 km","2,500,000"
Toyota,Hiace,Pearl,2019,,Reconditioned,Automatic,,Octane,"2,000 cc","111,815 km","3,850,000"
Toyota,Noah,Si Wxb Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","53,000 km","3,500,000"
Toyota,Corolla,.,1999,2001,Used,Automatic,Saloon,"CNG, Octane","1,331 cc","210,000 km","545,000"
Toyota,Allion,Silver,2019,,Reconditioned,Automatic,,Octane,"1,500 cc","55,232 km","3,700,000"
Toyota,Premio,Silver,2020,,Reconditioned,Automatic,,Octane,"1,500 cc","16,667 km","3,900,000"
Toyota,C-HR,G Led HYBRID,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","49,112 km","3,450,000"
Toyota,Esquire,GI PREMIUM,2019,,Reconditioned,Automatic,MPV,"Petrol, Hybrid, Octane","1,800 cc","41,000 km","3,950,000"
Toyota,Corolla,,2001,2005,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","74,000 km","799,000"
Toyota,Axio,X,2018,2020,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,500 cc","63,933 km","2,470,000"
Toyota,Premio,Pearl,2019,,Reconditioned,Automatic,,Octane,"1,500 cc","110,202 km","4,050,000"
Toyota,C-HR,Pearl,2018,,Reconditioned,Automatic,,Octane,"1,800 cc","43,963 km","3,675,000"
Toyota,Hilux,,1993,2023,Used,Automatic,,LPG,"2,950 cc","40,000 km","620,000"
Toyota,Noah,X Non Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","88,746 km","3,650,000"
Toyota,Vios,x,2010,2015,Used,Automatic,Saloon,"Petrol, Octane","1,000 cc","98,520 km","920,000"
Toyota,Allion,Silver,2020,,Reconditioned,Automatic,,Octane,"1,500 cc","9,161 km","3,900,000"
Toyota,Noah,Non Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","67,141 km","3,650,000"
Toyota,Esquire,Gi Premium TRD OCTEN,2018,,Reconditioned,Automatic,Estate,Octane,"2,000 cc","41,000 km","4,280,000"
Toyota,Noah,X Smart,2010,2016,Used,Automatic,MPV,"CNG, Octane","2,000 cc","53,000 km","2,095,000"
Toyota,Fielder,G- Projection,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","22,568 km","2,470,000"
Toyota,Hiace,Super GL TRH,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","79,297 km","3,530,000"
Toyota,Harrier,premium Hard Top,2018,,Reconditioned,Automatic,Estate,Hybrid,"2,500 cc","41,000 km","6,980,000"
Toyota,Premio,FL-HID,2008,2014,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","72,500 km","1,925,000"
Daihatsu,Copen,XPLAY,2018,,Reconditioned,Manual,Convertible,Petrol,660 cc,"24,970 km","2,840,000"
Toyota,Allion,G Push,2018,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","75,154 km","3,800,000"
Toyota,Prius,S Seafty Plus,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","38,300 km","3,000,000"
Toyota,Axio,X-New Shape,2013,2019,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","75,250 km","1,695,000"
Toyota,Axio,G - PACKAGE,2017,,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","68,420 km","2,400,000"
Toyota,Prado,,2015,2016,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","66,000 km","10,000,000"
Toyota,Corolla,110 sprinter,1996,2001,Used,Automatic,Saloon,"Petrol, CNG, Octane","1,500 cc","91,000 km","425,000"
Toyota,Axio,"X,Hid,Octane,Run,",2013,2018,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","52,000 km","1,800,000"
Toyota,Vitz,"G,GRADE,PUSH,",2010,2015,Used,Automatic,Hatchback,Octane,"1,300 cc","48,000 km","980,000"
Nissan,X-Trail,"360"" 4WD 2%OFF",2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","2,000 cc","65,235 km","3,849,000"
Toyota,Axio,"G,HID,LIMITED,",2013,2018,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","56,000 km","1,700,000"
Toyota,Harrier,PROGRESS 5.0 BLACK,2017,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","2,500 cc","38,602 km","7,180,000"
Toyota,Noah,SI WXB,2019,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","52,942 km","3,900,000"
Toyota,Axio,White,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","79,954 km","2,350,000"
Toyota,Land Cruiser,"V8,VX,R,LIMITED,",2017,2017,Used,Automatic,SUV / 4x4,Diesel,"4,500 cc","18,980 km","27,500,000"
Mitsubishi,Outlander,7Seat.New.Shape.,2014,2019,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","48,000 km","3,350,000"
Toyota,Hiace,GL Dual a/c,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","63,886 km","2,900,000"
Honda,CR-V,EX-MASTERPIEC NON HY,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","41,256 km","5,699,000"
Toyota,C-HR,G 4.5 PEARL,2018,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","41,660 km","3,580,000"
Toyota,Harrier,GS Mode With Sunroof,2015,2015,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","43,200 km","5,150,000"
Toyota,Hiace,GL,2007,,Used,Automatic,MPV,"Petrol, CNG, Octane","2,000 cc","60,000 km","1,650,000"
Toyota,Premio,F FL PKG full fresh,2015,2019,Used,Automatic,Saloon,Octane,"1,500 cc","52,000 km","2,720,000"
Nissan,X-Trail,Mood Premier (4.5),2017,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"2,000 cc",70 km,"4,090,000"
Toyota,Premio,F EX Super Fresh,2019,2021,Used,Automatic,Saloon,Octane,"1,500 cc","33,000 km","4,090,000"
Toyota,Axio,OCTEN 1300CC 5POINT,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,300 cc","48,000 km","2,380,000"
Toyota,Axio,X Hybrid,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","69,507 km","2,300,000"
Toyota,Esquire,STOCK CLEAR FUL LOAD,2018,,Reconditioned,Automatic,MPV,"Hybrid, Octane","1,800 cc","118,000 km","3,360,000"
Toyota,Axio,"G,LUXEL,Push,",2012,2018,Used,Automatic,Saloon,"Petrol, Octane","1,500 cc","58,000 km","1,850,000"
Toyota,C-HR,G LED,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","34,890 km","3,500,000"
Toyota,RAV4,"J,PACKAGE,",2003,2009,Used,Automatic,SUV / 4x4,"Petrol, CNG, Octane","1,800 cc","73,000 km","1,300,000"
Toyota,Prado,,2008,2010,Used,Automatic,,Octane,"2,700 cc","72,000 km","4,200,000"
Lexus,LX,"570F,Sports,Package",2019,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","5,700 cc","7,000 km","54,900,000"
Toyota,Allion,.,2004,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","81,000 km","1,390,000"
Toyota,Esquire,GI (PET/OCT),2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","50,857 km","4,150,000"
Toyota,Fielder,Octane Drive only,2013,2019,Used,Automatic,Estate,Octane,"1,500 cc","85,000 km","1,640,000"
Mitsubishi,Outlander,.,2014,2019,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","49,000 km","3,420,000"
Toyota,Noah,Pearl,2018,,Reconditioned,Automatic,,"Hybrid, Octane","1,800 cc","50,970 km","3,650,000"
Nissan,X-Trail,Hybrid,2018,2021,Used,Automatic,SUV / 4x4,"Hybrid, Octane","2,000 cc","26,637 km","3,990,000"
Toyota,Axio,x,2007,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","90,000 km","1,250,000"
Toyota,Axio,G PACKAGE,2018,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,500 cc","61,000 km","2,650,000"
Toyota,Corolla,,2001,2005,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","74,000 km","799,000"
Toyota,Prius,"G:4, S LTD GRAY",2018,,Reconditioned,Automatic,Hatchback,"Hybrid, Octane","1,800 cc","94,000 km","2,870,000"
Toyota,RAV4,L great,2002,2008,Used,Automatic,SUV / 4x4,"Octane, LPG","1,800 cc","85,000 km","1,250,000"
Toyota,Harrier,Sunroof,2014,2016,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","37,349 km","4,880,000"
Toyota,C-HR,Hybrid,2017,2021,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","33,345 km","2,980,000"
Toyota,Premio,F EX,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","60,076 km","3,970,000"
Toyota,Prius,S Seafty Plus,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","9,968 km","3,100,000"
Toyota,Axio,X great,2013,2018,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","53,000 km","1,700,000"
Toyota,Avanza,.,2012,2012,Used,Automatic,MPV,"Petrol, CNG, Octane, Other fuel type","1,500 cc","57,000 km","1,620,000"
Toyota,Noah,.,2018,,Reconditioned,Automatic,MPV,"Petrol, Hybrid, Octane","1,800 cc","30,000 km","3,200,000"
Toyota,C-HR,.,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,500 cc","54,105 km","3,250,000"
Toyota,Aqua,.,2018,,Reconditioned,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,500 cc","36,000 km","1,900,000"
Toyota,Prado,Sunroof Leather Seat,2018,2021,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","6,275 km","15,500,000"
Toyota,Prius,.,2019,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,800 cc","40,000 km","3,650,000"
Toyota,Axio,X HYBRID,2018,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","54,578 km","2,350,000"
Toyota,Premio,_F,2011,2013,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","115,000 km","2,330,000"
Toyota,Dyna,Pickup 1.5 ton,2016,,Reconditioned,Automatic,,Diesel,"3,000 cc","81,093 km","2,100,000"
Nissan,X-Trail,_jeep,2014,2017,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","81,000 km","3,150,000"
Toyota,Fielder,.,2005,2009,Used,Automatic,Hatchback,Octane,"1,500 cc","95,000 km","1,185,000"
Toyota,Noah,SI WXB NON HYBRID,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","57,846 km","4,120,000"
Toyota,Hiace,DX,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","47,158 km","2,800,000"
Toyota,Axio,X,2010,2016,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","63,000 km","1,470,000"
Toyota,Axio,X SILVER,2017,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,500 cc","79,714 km","2,280,000"
Toyota,Premio,F 3.0 WHITE,2019,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","40,582 km","3,450,000"
Toyota,Hiace,hiace 2006,2006,2010,Used,Automatic,,"CNG, Octane","2,000 cc","100,000 km","1,450,000"
Toyota,Rush,7 Seat family used,2019,2019,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","67,993 km","3,750,000"
Honda,Vezel,hybrid,2014,2018,Used,Automatic,Hatchback,Hybrid,"1,500 cc","49,500 km","1,920,000"
Toyota,Harrier,,2018,,Reconditioned,Automatic,SUV / 4x4,Octane,"2,000 cc","41,633 km","7,750,000"
BMW,i8,individual.Sport’s.,2017,2018,Used,Automatic,Coupé/Sports,"Petrol, Octane","1,500 cc","3,000 km","18,000,000"
Toyota,Allion,A15,2006,2007,Used,Automatic,Saloon,Octane,"1,500 cc","71,000 km","1,450,000"
Toyota,Land Cruiser,"Prado,Tx-L,Recon,",2021,2023,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","2,700 cc","11,544 km","18,500,000"
Mercedes-Benz,S-Class,"S350D.AMG,PKG,",2015,2016,Used,Automatic,Saloon,"Diesel, Hybrid","3,000 cc","8,000 km","16,500,000"
Toyota,Premio,F FL Package,2003,2009,Used,Automatic,Saloon,"Petrol, CNG, Octane","1,500 cc","82,000 km","1,360,000"
Toyota,Raum,,2004,2009,Used,Automatic,Estate,"CNG, Octane","1,500 cc","67,000 km","925,000"
BMW,X7,"Xdrive,40i.Octane.",2022,2023,Used,Automatic,SUV / 4x4,"Petrol, Octane","3,000 cc","5,000 km","32,500,000"
Toyota,Premio,Ex.Package.,2018,2021,Used,Automatic,Saloon,"Petrol, Octane","1,500 cc","39,000 km","3,750,000"
Mercedes-Benz,E-Class,"E200.SUPER,FRESH,",2018,2018,Used,Automatic,Saloon,"Petrol, Octane","2,000 cc","16,000 km","9,800,000"
Toyota,Harrier,Adv Metal Progress,2018,2022,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","32,496 km","7,350,000"
Toyota,Premio,F,2004,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","71,000 km","1,380,000"
Toyota,Premio,-F,2003,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","79,000 km","1,380,000"
Toyota,Axio,Feldar G Limited,2010,2015,Used,Automatic,Estate,"CNG, Octane","1,500 cc","62,000 km","1,500,000"
Toyota,Premio,FEX PKG,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","40,166 km","4,850,000"
Toyota,Fielder,G-LIMITED,2010,2016,Used,Automatic,Estate,"CNG, Octane","1,500 cc","72,000 km","1,460,000"
Toyota,Wagon,Wagon BZ,1996,2000,Used,Manual,Hatchback,Octane,"1,300 cc","30,000 km","550,000"
Toyota,Noah,KR42 Gl Low floor,2004,2009,Used,Automatic,MPV,"Petrol, CNG, Octane","1,800 cc","91,000 km","775,000"
Toyota,Corolla,Corolla-X,2001,2005,Used,Automatic,Saloon,"Petrol, Octane","1,500 cc","146,648 km","1,000,000"
Toyota,C-HR,G LED,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","23,128 km","3,350,000"
Nissan,X-Trail,X-Treamer Edition,2015,2019,Used,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","2,000 cc","73,500 km","3,100,000"
Toyota,Aqua,S PKG,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","47,039 km","1,800,000"
Toyota,Noah,SI WXB None Hybrid,2018,,Reconditioned,Automatic,MPV,Petrol,"1,800 cc","51,739 km","3,950,000"
Toyota,Axio,luxcel,2012,2017,Used,Automatic,Saloon,Octane,"1,500 cc","54,000 km","1,890,000"
Honda,Vezel,Z -  Package,2014,2018,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,500 cc","55,637 km","1,920,000"
Toyota,Esquire,GI Premium,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","43,937 km","3,700,000"
Toyota,Ractis,G push,2008,2013,Used,Automatic,Hatchback,Octane,"1,300 cc","72,000 km","950,000"
Toyota,Noah,KR-42,2007,2012,Used,Automatic,MPV,"CNG, Octane","1,800 cc","72,000 km","1,295,000"
Toyota,Hiace,Super GL Push,2018,2021,Used,Automatic,MPV,Octane,"2,000 cc","58,945 km","3,775,000"
Nissan,Juke,family use,2011,2016,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","54,000 km","1,550,000"
Toyota,Premio,F EX,2020,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","37,128 km","4,180,000"
Toyota,Hilux,SUPER FRESH-2770 CC.,1993,1999,Used,Manual,SUV / 4x4,Diesel,"2,770 cc","91,000 km","1,025,000"
Toyota,Hiace,SUPER GL,2020,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","83,352 km","4,250,000"
Toyota,RAV4,family use,2005,2012,Used,Automatic,SUV / 4x4,Octane,"1,800 cc","56,000 km","1,660,000"
Mitsubishi,Pajero,DIESEL+SUNROOF...,1995,1995,Used,Automatic,SUV / 4x4,Diesel,"2,972 cc","95,000 km","1,295,000"
Toyota,Noah,NEW SHAPE HYBRID,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","39,748 km","3,300,000"
Toyota,Vitz,G - Package,2009,2015,Used,Automatic,Hatchback,Octane,"1,320 cc","39,345 km","1,140,000"
Toyota,HiClass,.,2002,2002,Used,Automatic,Hatchback,Diesel,"3,000 cc","107,000 km","450,000"
Toyota,Corolla Cross,Z Leather,2021,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","11,234 km","6,000,000"
Toyota,Premio,EX,2015,2016,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","47,564 km","2,900,000"
MG,HS,,2021,2023,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","4,000 km","4,000,000"
Toyota,Noah,KR42 high floor,2004,2008,Used,Automatic,MPV,"CNG, Octane","1,800 cc","400,000 km","700,000"
Toyota,C-HR,G - LED / Hybrid,2018,2022,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","31,234 km","3,450,000"
Mitsubishi,l200,MANUAL+DIESEL USE.,2004,2004,Used,Manual,SUV / 4x4,Diesel,"2,477 cc","92,000 km","1,135,000"
Toyota,Axio,X,2008,2013,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","75,125 km","1,380,000"
Toyota,Vitz,G - Package,2009,2015,Used,Automatic,Hatchback,Octane,"1,320 cc","62,345 km","1,080,000"
Toyota,Allion,A15 super fresh,2012,2016,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","64,650 km","2,145,000"
Toyota,Allion,A15 Push Start,2015,2020,Used,Automatic,Saloon,Octane,"1,500 cc","58,012 km","2,845,000"
